rms,kurtosis,peak_freq,crest_factor,temperature,label
0.11199867704279454,3.114060665489253,67.84088332444551,2.955998734016072,43.457104941806506,0
0.3083574261003841,2.299635910522868,52.76968757410969,3.082293140546781,42.67951283413818,0
0.40667464703983436,3.9888082825226565,70.70873137935283,3.3311507549858623,57.56385961399548,0
0.34133227913423775,1.6478711786156075,72.15271168121583,2.921431804979885,47.92961084089821,0
0.7899281328691585,7.41340590720122,106.7109961426297,5.234905753930959,76.78634700982361,1
0.3347075640546886,3.3047907059643964,62.626071617835976,4.0130126721612935,45.14348061811497,0
0.37692192978167605,2.6830215484322535,52.93468682261954,3.0432586338101366,49.30143262373923,0
0.39433019736201746,4.0595451638024,50.77059337335476,4.245368863949176,50.46015572834891,0
0.18642027215349877,3.280788222836496,40.02953847283203,3.118927758548564,36.63742227949341,0
0.4625955887604386,3.3674343707096037,51.113355703352916,4.034344823507549,45.066441445085715,0
0.654584920192742,6.639474818809701,139.14504609376516,6.2237236925472486,69.36870298100344,1
0.47060930197481715,2.884206297881165,66.75421121064636,3.2703710269348134,48.85262806916421,0
0.31643164811145785,2.1561424463349965,47.067072041789025,3.2486680850450735,48.93456819537882,0
0.4305324348888273,3.0365662520206618,59.207054642358095,4.086511770083883,52.6184600007345,0
0.4292956359089377,2.933693111112513,49.9892683226676,2.446313025438008,55.96036439725786,0
0.45307215322611993,4.544821625875908,53.560153961988554,2.708683331874454,56.593917135015715,0
0.3284731732310596,1.9453848515964118,42.75731311875288,2.9417672972845685,42.458254353948334,0
0.704295113454279,7.564908834400438,116.77995186437091,5.113459980554496,76.97582199560036,1
0.2503866014573648,1.7350660837311613,55.672139516496024,2.9025138183003,41.77338712359001,0
0.42234460627164494,3.1387506061079278,55.37688145095812,4.703623974171952,37.53714235623429,0
0.5777353974677746,4.546553664343777,49.9999578558872,4.1192475616926805,52.30508436537235,0
0.620677778251569,7.316558557391337,125.05055783858808,6.010842094178285,79.27468757689853,1
0.44566404870397713,2.030450909360166,55.1196446231347,4.1687517000570296,39.0700699858571,0
0.32037957061214317,4.612008025240262,36.60790651783463,2.933700046496618,38.066990693662085,0
